Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si
0,58.52566506,,0,0,,,37.06876579,0.310507521,0
0,62.14241965,,0,0,,,31.43806719,0.388134402,0
0,64.11519487,,0.960242341,0,,,37.53799068,0.543388163,0.293717841
0,71.67749991,,0,0,,,26.74581836,0.465761282,0.293717841
0,58.19686919,,1.280323121,0,,,37.06876579,0.155253761,0
0,61.4848279,,0.640161561,0.429773123,,,32.84574184,0,0.195811894
0,65.43037836,,0.960242341,0,,,34.72264138,0.155253761,0
0,61.4848279,,0,0,,,24.39969394,0.310507521,0
0,61.81362377,,0,0,,,34.25341649,0.310507521,0
0,58.52566506,,1.600403901,0,,,30.96884231,0,0.097905947
0,61.81362377,,0,0,,,36.13031603,0,0
0,59.18325681,,0.640161561,0,,,30.96884231,0.776268804,0.097905947
0,62.80001139,,0,0,,,35.19186626,0,0
0,60.49844029,,0.640161561,0,,,38.00721556,0,0
0,63.12880726,,0,0,,,41.29178975,0.310507521,0.195811894
0,63.786399,,0,0,,,34.72264138,0.232880641,0
0,65.43037836,,0.960242341,0,,,26.27659347,0.388134402,0.195811894
0.118598619,62.47121552,,0.640161561,0,,,28.15349301,0.543388163,0
0,72.33509165,,0,0.644659685,,,35.19186626,0.232880641,0
0,69.70472468,,0,0,,,30.49961743,0.543388163,0
0.118598619,64.11519487,,0,0,,,40.35333998,0.232880641,0
0,57.21048158,,0,0,,,40.35333998,0,0
0,62.47121552,,0.960242341,0,,,36.13031603,0.232880641,0
0,62.80001139,,0.640161561,0.429773123,,,34.72264138,0,0.097905947
0,66.0879701,,0.960242341,0,,,36.13031603,0.155253761,0
0,56.88168571,,0,0,,,31.43806719,0.155253761,0
0,59.84084855,,0,0,,,35.66109114,0.388134402,0.195811894
0,58.52566506,,0.640161561,0,,,32.84574184,0.543388163,0.097905947
0,66.41676597,,0,0,,,36.13031603,0.310507521,0
0,73.32147926,,0.960242341,0.644659685,,,32.84574184,0,0.195811894
0,65.75917423,,0,0,,,30.96884231,0,0
0,51.94974764,,0.640161561,0,,,30.49961743,0,0
0,65.43037836,,0,0,,,32.84574184,0.388134402,0.097905947
0,57.21048158,,0,0,,,31.43806719,0.310507521,0
0,74.30786688,,0.640161561,0,,,37.53799068,0.310507521,0
0,61.81362377,,0.960242341,0.429773123,,,30.49961743,0.388134402,0.195811894
0.118598619,64.11519487,,0,0,,,29.56116766,0.232880641,0.195811894
0,62.47121552,,0,0,,,38.47644044,0.543388163,0
0.237197238,65.10158249,,0,0,,,37.06876579,0,0.097905947
0,67.07435771,,0.960242341,0,,,36.59954091,0.232880641,0
0,58.19686919,,0,0.429773123,,,29.09194278,0.155253761,0
0,58.19686919,,0,0,,,33.31496673,0.232880641,0
0,64.11519487,,0,0,,,36.13031603,0.310507521,0.195811894
0,60.82723616,,0.640161561,0,,,33.78419161,0.310507521,0.195811894
0,65.75917423,,0,0,,,33.78419161,0.232880641,0
0.118598619,67.40315358,,0,0,,,34.72264138,0.232880641,0
0,56.22409397,,0,0,,,36.59954091,0.310507521,0
0,58.19686919,,0.960242341,0,,,31.43806719,0.232880641,0
0,58.19686919,,0.640161561,0,,,39.8841151,0.232880641,0.195811894
0.118598619,60.49844029,,0,0.429773123,,,32.37651696,0.155253761,0.195811894
0,67.73194946,,0.960242341,0,,,29.56116766,0.621015043,0.097905947
0,61.15603203,,0,0,,,30.96884231,0.543388163,0
0,60.49844029,,0.640161561,0.429773123,,,29.56116766,0.155253761,0.195811894
0,66.0879701,,0.640161561,0,,,39.8841151,0.310507521,0
0,69.37592881,,0.640161561,0,,,38.47644044,0.155253761,0
0,67.40315358,,0,0,,,35.66109114,0.232880641,0.097905947
0,68.71833707,,0,0,,,31.90729208,0.310507521,0
0,67.73194946,,0,0,,,36.59954091,0.465761282,0.195811894
0,57.21048158,,0,0,,,30.96884231,0.232880641,0.097905947
0,56.88168571,,0,0.429773123,,,32.37651696,0.465761282,0
0,63.12880726,,0,0,,,35.66109114,0.155253761,0
0,64.11519487,,0,0,,,37.53799068,0.543388163,0.097905947
0,60.49844029,,0.640161561,0.859546246,,,31.43806719,0.155253761,0.097905947
0,57.86807332,,0.960242341,0,,,37.53799068,0.621015043,0.097905947
0,69.37592881,,0,0,,,41.76101463,0.310507521,0
0.118598619,72.33509165,,0,0,,,37.06876579,0.465761282,0
0,66.74556184,,0,0,,,27.21504324,0.232880641,0.097905947
0,60.49844029,,0,0,,,36.13031603,0.155253761,0.293717841
0,65.43037836,,0,0,,,35.19186626,0.465761282,0.195811894
0,66.41676597,,0,0,,,32.84574184,0,0.293717841
0,67.07435771,,0,0,,,40.82256486,0.232880641,0
0,63.12880726,,0,0,,,37.06876579,0.310507521,0
0,66.74556184,,0,0,,,31.43806719,0.232880641,0
0,57.86807332,,0.640161561,0,,,32.84574184,0.310507521,0.097905947
0,52.93613525,,0,0.429773123,,,39.41489021,0,0.097905947
0,50.30576828,,0.640161561,0,,,44.10713905,0.465761282,0
0,58.19686919,,0,0,,,37.53799068,0.310507521,0
0.237197238,63.45760313,,0,0,,,31.90729208,0.232880641,0
0,56.55288984,,0.960242341,0,,,32.84574184,0.155253761,0
0,71.34870404,,0,0,,,38.00721556,0.465761282,0
0,66.0879701,,0,0,,,34.72264138,0.232880641,0.293717841
0,68.06074533,,0,0,,,30.96884231,0.155253761,0
0.237197238,59.84084855,,0,0,,,44.57636393,0.310507521,0
0,62.47121552,,0,0,,,27.68426812,0.465761282,0
0.118598619,59.51205268,,0.640161561,0,,,29.56116766,0.232880641,0.293717841
0,67.07435771,,0.640161561,0,,,29.56116766,0.155253761,0.097905947
0,62.14241965,,0.960242341,0,,,44.57636393,0.232880641,0
0,67.07435771,,0.640161561,0,,,34.72264138,0.155253761,0
0,61.81362377,,0.640161561,0.859546246,,,28.15349301,0.232880641,0.097905947
0.118598619,65.10158249,,1.280323121,0,,,27.68426812,0.310507521,0.195811894
0,68.3895412,,0.640161561,0,,,37.06876579,0.232880641,0.097905947
0,62.80001139,,0,0,,,26.74581836,0.388134402,0.097905947
0,68.06074533,,0,0,,,29.56116766,0.232880641,0.195811894
0,62.80001139,,1.280323121,0,,,39.8841151,0.310507521,0
0,58.85446093,,0,0,,,27.68426812,0.232880641,0
0,59.18325681,,0,0,,,35.66109114,0.155253761,0.293717841
0,59.18325681,,0,0,,,35.19186626,0.232880641,0.097905947
0,60.16964442,,0,0,,,30.96884231,0.155253761,0
0,63.45760313,,0,0,,,33.78419161,0,0
0,66.74556184,,0,0.429773123,,,30.96884231,0.232880641,0.391623787
0.118598619,64.77278661,,0,0,,,37.53799068,0.155253761,0.097905947
0,71.34870404,,0.640161561,0.429773123,,,30.49961743,0.155253761,0.195811894
0.118598619,60.16964442,,0.640161561,0,,,32.84574184,0.388134402,0
0,67.07435771,,0,0,,,37.06876579,0.232880641,0.097905947
0,54.25131874,,0.640161561,0,,,34.25341649,0.232880641,0
0,63.786399,,0,0,,,39.8841151,0.155253761,0.097905947
0,60.49844029,,0,0,,,39.8841151,0.388134402,0
0,67.40315358,,0,0,,,38.47644044,0.388134402,0
0,63.45760313,,0,0.429773123,,,41.76101463,0.155253761,0
0,63.12880726,,0,0,,,33.78419161,0.465761282,0
0,58.85446093,,0,0,,,34.25341649,0.310507521,0
0,62.47121552,,0,0,,,30.49961743,0.155253761,0.195811894
0.237197238,58.85446093,,0.640161561,0,,,42.23023951,0.310507521,0.097905947
0,66.41676597,,0.640161561,0,,,26.74581836,0.232880641,0
0,54.90891048,,0.640161561,0,,,30.49961743,0.388134402,0.097905947
0,61.81362377,,0.640161561,0,,,37.06876579,0.698641923,0.293717841
0,60.82723616,,0,0,,,36.59954091,0.232880641,0.293717841
0,57.21048158,,0,0,,,39.8841151,0.232880641,0.195811894
0,61.15603203,,0,0,,,34.72264138,0.388134402,0.097905947
0,64.44399074,,0,0,,,34.25341649,0.310507521,0
0,54.25131874,,0.640161561,0,,,35.19186626,0,0
0,58.52566506,,0.640161561,0,,,32.37651696,0.155253761,0.195811894
0,58.85446093,,0,0,,,37.06876579,0.310507521,0.097905947
0,63.12880726,,0.640161561,0,,,31.90729208,0.388134402,0.097905947
0,68.06074533,,0.960242341,0.644659685,,,36.13031603,0.310507521,0.097905947
0,72.66388752,,0,0.429773123,,,35.66109114,0,0.195811894
0,59.84084855,,0,0,,,40.35333998,0,0
0,65.43037836,,0,0,,,38.94566533,0.388134402,0
0,66.74556184,,0,0.429773123,,,34.72264138,0.155253761,0.195811894
0,64.77278661,,0,0,,,41.76101463,0.232880641,0
0,67.07435771,,0,0,,,35.66109114,0.388134402,0
0,70.36231642,,0.640161561,0.429773123,,,36.13031603,0,0.097905947
0.118598619,60.49844029,,0,0,,,31.90729208,0.465761282,0.097905947
0,61.4848279,,0,0,,,38.94566533,0.155253761,0.097905947
0,68.06074533,,0.640161561,0,,,36.13031603,0.465761282,0.097905947
0,58.52566506,,0,0.429773123,,,36.59954091,0.310507521,0
0,62.80001139,,0,0,,,37.06876579,0.388134402,0
0,56.88168571,,0.640161561,0,,,29.56116766,0,0.195811894
0,67.73194946,,0,0,,,26.74581836,0,0.195811894
0,66.0879701,,0.960242341,0,,,37.53799068,0.232880641,0.097905947
0,63.45760313,,0,0,,,32.37651696,0.232880641,0.195811894
0.118598619,59.18325681,,0.640161561,0,,,38.47644044,0.155253761,0.097905947
0.237197238,55.23770635,,0.640161561,0,,,30.96884231,0.155253761,0.097905947
0,65.10158249,,0,0,,,27.21504324,0.155253761,0
0,60.82723616,,1.600403901,0,,,30.96884231,0.155253761,0.195811894
0,69.04713294,,0.640161561,0.429773123,,,45.98403858,0.310507521,0.097905947
0,63.12880726,,0.960242341,0,,,42.6994644,0.388134402,0.195811894
0,57.53927745,,0.960242341,0,,,31.43806719,0.465761282,0
0,61.15603203,,0,0,,,35.19186626,0.465761282,0
0,62.14241965,,0.640161561,0,,,38.94566533,0.155253761,0
0,56.55288984,,0,0,,,33.31496673,0,0.195811894
0,62.14241965,,0,0,,,22.05356952,0.155253761,0.097905947
0,52.60733938,,0.640161561,0,,,38.00721556,0.155253761,0
0,65.10158249,,0.640161561,0,,,33.31496673,0.155253761,0
0,61.81362377,,0,0,,,36.59954091,0.155253761,0
0,56.88168571,,0.640161561,0,,,27.21504324,0.310507521,0
0,67.40315358,,0,0,,,32.37651696,0.388134402,0.097905947
0,59.51205268,,1.600403901,0.429773123,,,35.66109114,0.155253761,0
0,62.47121552,,0.640161561,0,,,33.31496673,0.388134402,0.097905947
0,64.77278661,,0.640161561,0,,,37.53799068,0.388134402,0
0,67.07435771,,0,0,,,33.31496673,0.155253761,0
0,56.88168571,,0,0,,,37.53799068,0.232880641,0
0,68.06074533,,0.640161561,0,,,30.96884231,0.543388163,0.195811894
0.118598619,65.10158249,,0,0,,,35.19186626,0.310507521,0.391623787
0,66.74556184,,0.960242341,0,,,32.84574184,0.155253761,0
0,66.0879701,,0.640161561,0,,,38.47644044,0.232880641,0.097905947
0,68.3895412,,0,0.429773123,,,34.25341649,0.232880641,0
0,67.73194946,,0,0,,,38.00721556,0.310507521,0.097905947
0,66.0879701,,0.960242341,0.429773123,,,33.78419161,0.155253761,0.293717841
0,62.47121552,,0,0,,,30.49961743,0.310507521,0.195811894
0,64.77278661,,0.640161561,0,,,34.25341649,0.621015043,0
0.118598619,66.0879701,,0,0,,,26.74581836,0.465761282,0
0,67.07435771,,0.640161561,0,,,33.31496673,0.388134402,0.097905947
0,72.33509165,,1.280323121,0.429773123,,,34.72264138,0.232880641,0
0,60.82723616,,1.600403901,0,,,31.43806719,0,0
0,66.0879701,,0,0,,,34.72264138,0.155253761,0.097905947
0,62.80001139,,0.640161561,0,,,29.56116766,0.310507521,0.195811894
0,52.27854351,,0,0,,,34.25341649,0.232880641,0
0,61.81362377,,0.960242341,0.429773123,,,30.49961743,0.155253761,0
0,67.40315358,,1.600403901,0,,,36.13031603,0.310507521,0.097905947
0,63.786399,,0.640161561,0,,,36.59954091,0.388134402,0.097905947
0,65.43037836,,0.960242341,0,,,35.19186626,0.465761282,0
0,53.593727,,0,0,,,32.37651696,0.232880641,0
0,66.0879701,,0,0,,,24.86891882,0.310507521,0
0,63.786399,,0,0,,,36.13031603,0.310507521,0
0,69.70472468,,0,0,,,30.49961743,0.310507521,0
0,66.0879701,,0,0,,,33.31496673,0.310507521,0
0,65.43037836,,1.280323121,0,,,29.56116766,0.155253761,0
0,63.12880726,,0,0,,,23.46124417,0.232880641,0
0,66.74556184,,0,0,,,36.13031603,0.155253761,0.097905947
0,65.43037836,,0.960242341,0.429773123,,,29.09194278,0.310507521,0
0,61.15603203,,0.640161561,0,,,35.19186626,0.310507521,0
0,61.81362377,,0,0,,,33.78419161,0.388134402,0
0,57.86807332,,0.960242341,0,,,33.31496673,0,0
0,64.11519487,,0.960242341,0,,,31.43806719,0,0.489529734
0,58.85446093,,0.640161561,0,,,38.00721556,0.155253761,0
0,64.11519487,,0,0,,,29.56116766,0,0.097905947
0.118598619,66.74556184,,0,0.644659685,,,39.8841151,0.155253761,0.097905947
0,70.6911123,,0,0,,,34.25341649,0.543388163,0.195811894
0,62.47121552,,0.640161561,0,,,34.72264138,0.310507521,0
0,65.10158249,,0,0,,,43.63791416,0.155253761,0.097905947
0,61.4848279,,0,0,,,30.49961743,0.388134402,0
0,60.16964442,,0,0,,,41.29178975,0.232880641,0
0,62.80001139,,1.280323121,0,,,35.66109114,0.543388163,0.097905947
0.474394476,62.14241965,,0.640161561,0,,,35.66109114,0.155253761,0
0.237197238,62.47121552,,0,0,,,36.13031603,0.388134402,0.195811894
0,62.14241965,,0,0,,,36.59954091,0.388134402,0
0,61.81362377,,0,0,,,36.13031603,0.310507521,0.097905947
0,64.77278661,,0.640161561,0,,,31.90729208,0.232880641,0.195811894
0,61.4848279,,0,0,,,39.41489021,0.155253761,0.097905947
0,62.14241965,,0,0,,,34.72264138,0.388134402,0.097905947
0,64.11519487,,0,0,,,42.23023951,0.543388163,0
0,67.40315358,,0.640161561,0,,,37.53799068,0.388134402,0
0,54.90891048,,0,0,,,29.56116766,0.155253761,0.097905947
0,65.75917423,,1.280323121,0,,,33.31496673,0.310507521,0
0,62.47121552,,0,0,,,36.59954091,0.232880641,0
0,69.37592881,,0,0,,,31.90729208,0,0.097905947
0,61.15603203,,0,0.429773123,,,32.84574184,0.232880641,0.097905947
0,61.4848279,,0,0,,,29.56116766,0.388134402,0
0.118598619,61.15603203,,0,0,,,31.43806719,0.388134402,0.195811894
0,58.19686919,,0.640161561,0,,,32.37651696,0,0
0,64.44399074,,0,0,,,38.47644044,0.543388163,0
0,64.44399074,,0.640161561,0,,,33.31496673,0.232880641,0.195811894
0,61.4848279,,0.960242341,0.429773123,,,31.43806719,0.543388163,0
0,62.80001139,,0,0,,,39.41489021,0,0
0,64.77278661,,0,0,,,34.25341649,0.310507521,0.097905947
0,61.81362377,,0.640161561,0.429773123,,,35.66109114,0.155253761,0.097905947
0,66.41676597,,0,0,,,33.78419161,0.232880641,0.097905947
0,65.75917423,,0.640161561,0,,,32.84574184,0.232880641,0.097905947
0,61.15603203,,0,0,,,35.19186626,0.621015043,0
0,58.19686919,,0,0,,,28.62271789,0.388134402,0
0.118598619,65.10158249,,0.640161561,0.429773123,,,33.78419161,0.155253761,0.195811894
0,66.0879701,,0,0,,,37.53799068,0.155253761,0
0,63.786399,,0,0,,,39.41489021,0.155253761,0.097905947
0,61.15603203,,0,0,,,35.66109114,0.232880641,0.293717841
0,67.40315358,,0,0,,,36.13031603,0.155253761,0.097905947
0,61.15603203,,0.640161561,0,,,36.59954091,0.232880641,0
0,64.11519487,,0.640161561,0,,,36.13031603,0.776268804,0.097905947
0,71.01990817,,0.640161561,0,,,42.23023951,0.155253761,0
0.118598619,69.37592881,,1.280323121,0,,,38.00721556,0.388134402,0
0.118598619,70.6911123,,0,0,,,31.90729208,0.310507521,0
0,66.74556184,,1.280323121,0,,,32.84574184,0.232880641,0.195811894
0.355795857,60.16964442,,0,0,,,33.78419161,0.232880641,0.195811894
0,59.84084855,,1.280323121,0,,,39.41489021,0.155253761,0.195811894
0,59.18325681,,0.640161561,0,,,26.74581836,0.155253761,0
0.118598619,51.62095177,,0,0,,,31.43806719,0.388134402,0
0,64.11519487,,0,0,,,40.82256486,0.232880641,0
0,71.01990817,,0,0,,,29.09194278,0,0.195811894
0,65.75917423,,0.640161561,0,,,30.49961743,0.621015043,0.391623787
0.237197238,64.44399074,,0,0,,,37.06876579,0.232880641,0
0,62.47121552,,0,0,,,41.76101463,0.388134402,0
0,64.44399074,,1.280323121,0,,,34.72264138,0.310507521,0.195811894
0,55.56650222,,0,0,,,29.09194278,0.465761282,0
0,63.45760313,,0.640161561,0,,,32.84574184,0.155253761,0
0,66.74556184,,0,0.859546246,,,34.72264138,0.155253761,0.097905947
0,57.53927745,,0,0.429773123,,,37.06876579,0.388134402,0
0,55.56650222,,0,0,,,36.13031603,0,0.097905947
0,64.77278661,,0.640161561,0,,,41.29178975,0.388134402,0
0,57.86807332,,1.280323121,0,,,42.6994644,0.465761282,0
0,61.4848279,,0.640161561,0,,,36.59954091,0.388134402,0.195811894
0,60.82723616,,0,0,,,32.84574184,0.388134402,0
0,58.52566506,,0,0,,,33.31496673,0.232880641,0
0,60.16964442,,0.640161561,0,,,27.21504324,0.310507521,0
0,59.84084855,,0,0,,,35.66109114,0.310507521,0.097905947
0,69.04713294,,0.640161561,0,,,34.72264138,0.232880641,0.097905947
0,68.3895412,,0,0,,,32.37651696,0.543388163,0.097905947
0,59.18325681,,0.640161561,0,,,36.59954091,0.388134402,0.097905947
0.237197238,67.40315358,,0,0,,,29.56116766,0,0.195811894
0,67.73194946,,0,0,,,34.25341649,0.388134402,0
0,69.70472468,,0,0,,,34.72264138,0.388134402,0.097905947
0,65.43037836,,0.960242341,0,,,39.41489021,0.310507521,0.097905947
0,61.15603203,,0.960242341,0,,,33.31496673,0.543388163,0.195811894
0.118598619,54.58011461,,1.280323121,0.644659685,,,38.47644044,0.155253761,0
0,62.14241965,,0.960242341,0,,,36.59954091,0.310507521,0
0,61.81362377,,0,0,,,38.94566533,0.310507521,0.293717841
0.355795857,63.12880726,,0,0,,,32.84574184,0.388134402,0.097905947
0,70.03352055,,0.640161561,0,,,32.84574184,0.543388163,0
0,61.81362377,,0.960242341,0,,,33.78419161,0.232880641,0
0,63.12880726,,0.640161561,0,,,31.43806719,0,0.293717841
0,60.82723616,,0.640161561,0,,,34.25341649,0.232880641,0
0,59.18325681,,0,0,,,33.31496673,0.155253761,0
0,58.85446093,,0,0.429773123,,,34.25341649,0.388134402,0
0,59.51205268,,0.640161561,0,,,23.93046906,0.621015043,0
0.237197238,63.786399,,0,0,,,34.72264138,0.388134402,0.097905947
0,61.4848279,,0,0.429773123,,,37.06876579,0.155253761,0
0.118598619,56.88168571,,0.960242341,0,,,39.8841151,0.310507521,0.097905947
0,71.34870404,,0,0,,,34.72264138,0.388134402,0.097905947
0,66.74556184,,0,0.429773123,,,29.56116766,0.310507521,0.097905947
0,61.4848279,,0.640161561,0.644659685,,,43.16868928,0.232880641,0
0.118598619,59.51205268,,0,0,,,30.96884231,0.155253761,0
0,65.75917423,,0.960242341,0,,,38.94566533,0.310507521,0
0,69.70472468,,0,0.429773123,,,33.78419161,0.155253761,0.391623787
0,62.47121552,,0,0,,,35.19186626,0.155253761,0.097905947
0,60.49844029,,0.960242341,0,,,42.23023951,0.388134402,0
0,62.47121552,,0,0,,,38.94566533,0.155253761,0
0.118598619,60.82723616,,0.640161561,0,,,36.13031603,0.465761282,0.195811894
0,64.77278661,,0,0,,,29.56116766,0.388134402,0
0,67.07435771,,0,0.429773123,,,37.06876579,0.232880641,0.587435681
0,59.84084855,,0.640161561,0,,,30.96884231,0.388134402,0
0,69.70472468,,0,0,,,27.21504324,0.465761282,0
0,62.14241965,,0,0,,,39.41489021,0.232880641,0.195811894
0.118598619,69.37592881,,0,0,,,37.53799068,0.310507521,0
0,68.06074533,,0,0,,,31.90729208,0.310507521,0.293717841
0,55.23770635,,0.960242341,0,,,31.43806719,0,0.293717841
0,59.18325681,,0,0,,,45.5148137,0.155253761,0.097905947
0,56.88168571,,0.960242341,0,,,30.49961743,0.232880641,0.097905947
0,63.45760313,,0,0,,,38.94566533,0.232880641,0.195811894
0,63.786399,,1.600403901,0,,,36.13031603,0.543388163,0.293717841
0.118598619,63.45760313,,0,0,,,40.82256486,0.232880641,0.097905947
0.118598619,0,,0,0,,,0,60.39371292,0.097905947
0,0,,0,0,,,0,60.62659356,0
0.237197238,0,,0,0,,,0,60.16083228,0.097905947
0,0,,0,0,,,0,59.30693659,0
0,0,,0,0,,,0,57.2886377,0
0,0.657591742,,0,0,,,0,59.695071,0
0,0,,0,0,,,0,60.8594742,0.195811894
0,0,,0,0,,,0,57.36626458,0.195811894
0,0,,0,0,,,0,58.76354843,0
0,0.657591742,,0,0,,,0,60.54896668,0.097905947
0,0,,0,0,,,0,58.53066779,0.195811894
0,0,,0,0,,,0,60.54896668,0
0,0,,0,0,,,0,58.99642907,0
0,0,,0,0,,,0,59.46219035,0
0,0,,0,0,,,0,58.68592155,0
0,0,,0.640161561,0,,,0,59.61744412,0
0,0,,0,0,,,0,61.01472796,0
0,0,,0,0,,,0,58.29778715,0
0,0,,0,0,,,0,61.55811612,0
0,0,,0,0,,,0,59.46219035,0.195811894
0,0,,0,0,,,0,59.30693659,0.195811894
0,0,,0,0,,,0,60.4713398,0.097905947
0,0.657591742,,0,0,,,0,57.67677211,0
0.118598619,0,,0,0,,,0,59.61744412,0.391623787
0,0.986387613,,0,0,,,0.938449767,57.75439899,0.097905947
0,0.986387613,,0,0,,,0,59.38456347,0.097905947
0,0,,0,0,,,0,56.43474202,0
0,0,,0,0,,,0,60.31608604,0.097905947
0,0,,0,0,,,0,61.2476086,0
0,0,,0,0,,,0,59.53981723,0
0,0.657591742,,0,0.429773123,,,0,62.33438493,0.097905947
0,0,,0,0,,,0,61.40286236,0
0,0,,0,0,,,0,61.79099677,0.195811894
0,0,,0,0,,,0,62.10150429,0.293717841
0,0,,0,0,,,0,58.60829467,0.097905947
0,0,,0.640161561,0,,,0,58.84117531,0.195811894
0,0.657591742,,0,0.429773123,,,0,60.54896668,0
0,0,,0,0,,,0,59.46219035,0.195811894
0,0.657591742,,0,0,,,0,57.83202587,0
0,0.657591742,,0,0,,,0,62.48963869,0
0,0,,0,0,,,0,58.68592155,0
0,0.986387613,,0.640161561,0,,,0,61.48048924,0.097905947
0,0,,0.640161561,0,,,0,58.22016027,0.195811894
0,0,,0,0,,,0,58.29778715,0
0.118598619,0,,0,0.429773123,,,0,60.31608604,0.097905947
0,0,,0,0,,,0,58.37541403,0.293717841
0,0,,0,0,,,0,58.45304091,0.293717841
0.118598619,0,,0.960242341,0,,,0.938449767,61.01472796,0.195811894
0,0,,0,0,,,0,58.76354843,0.097905947
0,0,,0,0,,,0,58.22016027,0
0,0,,0.640161561,0,,,0,59.695071,0.195811894
0,0,,0,0,,,0,58.68592155,0.097905947
0,0.657591742,,0,0,,,0,61.55811612,0.097905947
0,0,,0,0,,,0,58.68592155,0
0,0.657591742,,0,0,,,0,57.05575706,0
0,0,,0,0,,,0,60.54896668,0
0,0,,0,0,,,0,58.91880219,0
0,0.657591742,,0,0,,,0,60.31608604,0.195811894
0.118598619,0,,0,0,,,0,60.16083228,0.097905947
0,0,,0,0,,,0,58.91880219,0.195811894
0,0,,0,0,,,0,60.78184732,0.097905947
0,0,,0,0,,,0,61.09235484,0
0,0,,0,0,,,0,58.60829467,0
0,0,,0,0,,,0,58.91880219,0.097905947
0,0,,0,0,,,0,57.75439899,0
0,0,,0,0,,,0,61.86862365,0.195811894
0,0.657591742,,0,0,,,0,59.695071,0
0,0,,0,0,,,0,58.91880219,0
0,0,,0,0,,,0,60.93710108,0
0,0,,0,0,,,0,57.44389147,0.097905947
0,0,,0,0,,,0,58.53066779,0
0,0,,0,0,,,0,57.90965275,0.195811894
0,0,,0,0,,,0,60.0832054,0.293717841
0,0,,0,0,,,0,59.77269788,0
0,0,,0,0,,,0,61.2476086,0
0,0,,0,0,,,0,61.94625053,0.097905947
0,0,,0,0,,,0,59.30693659,0
0,0,,0,0,,,0,57.67677211,0.293717841
0,0,,0,0,,,0,59.07405595,0
0,0,,0,0,,,0,60.70422044,0
0.118598619,0,,0,0,,,0,59.85032476,0.293717841
0,0,,0,0,,,0,61.86862365,0.097905947
0,0,,0,0,,,0,58.37541403,0.097905947
0,0,,0,0,,,0,58.84117531,0.097905947
0,0,,0,0,,,0,60.93710108,0
0.118598619,0,,0,0,,,0,57.21101082,0
0,0.657591742,,0,0,,,0,61.40286236,0.097905947
0,0,,0,0,,,0,61.32523548,0
0,0.657591742,,0,0,,,0,60.16083228,0.097905947
0,0,,0,0,,,0,59.61744412,0.391623787
0,0,,0,0,,,0,60.39371292,0
0.118598619,0.657591742,,0,0.429773123,,,0,56.27948826,0.097905947
0,0,,0,0.429773123,,,0,61.635743,0
0,0.986387613,,0,0,,,0,58.60829467,0
0,0,,0,0,,,0,60.31608604,0.097905947
0,0,,0,0,,,0,58.99642907,0
0,0.657591742,,0,0,,,0,60.54896668,0
0,0,,0,0,,,0,59.22930971,0.097905947
0,0.986387613,,0,0,,,0,58.14253339,0.195811894
0.118598619,0,,0,0,,,0,59.46219035,0
0.118598619,0,,0,0,,,0,59.53981723,0.097905947
0,0,,0,0,,,0,57.90965275,0.097905947
0,0,,0,0,,,0,57.83202587,0.195811894
0,0,,0,0,,,0,57.13338394,0.097905947
0,0,,0.640161561,0,,,0,59.46219035,0
0,0.657591742,,0,0,,,0,56.66762266,0.489529734
0,0,,0,0,,,0,59.77269788,0.195811894
0,0,,0,0,,,0,61.635743,0
0.237197238,0,,0,0,,,0,57.36626458,0.195811894
0,0.657591742,,0,0,,,0,61.09235484,0
0,0,,0,0,,,0,58.37541403,0.391623787
0,0,,0,0,,,0,61.09235484,0.195811894
0,0,,0,0,,,0,60.16083228,0.097905947
0.118598619,0,,0,0,,,0,59.22930971,0
0,0,,0,0,,,0,59.92795164,0
0,0.657591742,,0,0,,,0,58.60829467,0
0,0,,0,0,,,0,61.48048924,0
0,0.657591742,,0.640161561,0,,,0,60.4713398,0
0,0,,0,0.429773123,,,0,57.90965275,0
0,0.657591742,,0,0,,,0,60.8594742,0
0,0,,1.280323121,0,,,0,61.71336988,0.293717841
0,0,,0.960242341,0,,,0,61.48048924,0
0,0,,0.640161561,0,,,0,62.41201181,0.097905947
0.118598619,0,,0.640161561,0,,,0,57.36626458,0
0,0.657591742,,0,0,,,0,58.06490651,0
0,0,,0,0,,,0,59.30693659,0
0,0,,0,0,,,0,59.61744412,0
0,0,,0,0,,,0,58.14253339,0.195811894
0,0.986387613,,0,0,,,0,59.85032476,0.097905947
0,0,,0,0,,,0,60.00557852,0
0,0,,0.640161561,0,,,0,59.77269788,0
0,0.657591742,,0,0,,,0,60.62659356,0
0,0,,0,0,,,0,59.46219035,0.097905947
0,0,,0,0,,,0,60.00557852,0
0,0,,0,0,,,0,61.40286236,0.195811894
0,0,,0,0,,,0,57.75439899,0
0,0,,0,0,,,0,59.07405595,0
0,0,,0,0,,,0,55.81372698,0.293717841
0,0.986387613,,0,0,,,0,56.74524954,0.097905947
0.118598619,0,,0,0,,,0,61.32523548,0.293717841
0,0.657591742,,0,0,,,0,60.70422044,0
0,0,,0.640161561,0,,,0,58.37541403,0
0,0,,0,0,,,0,60.00557852,0
0,0,,0.640161561,0,,,0,58.37541403,0.097905947
0,0,,0,0,,,0,63.11065373,0.097905947
0.118598619,0,,0,0,,,0,58.68592155,0
0.118598619,0,,0,0,,,0,56.5123689,0
0,0,,0,0,,,0,58.53066779,0
0,0,,0,0,,,0,62.80014621,0.097905947
